鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
南港區,房地(土地+建物)+車位,臺北市南港區福山街５０號二樓之６,17.78,住,,,1121109,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141118,130.16,3,2,2,有,有,30250000,293486,坡道平面,36.97,2900000,本案土地交易總價新台幣1641萬元、建物交易總價新台幣1094萬元、車位交易總價新台幣290萬元。預售屋、或土地及建物分件登記案件；,RPRPMLPLKHLGFDA08DA,56.65,0.0,4.96,有,
南港區,房地(土地+建物)+車位,臺北市南港區福山街５０號三樓,18.48,住,,,1121107,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141118,133.85000000000002,3,2,2,有,有,26790000,246594,坡道平面,36.97,2900000,本案土地交易總價新台幣1433萬4仟元、建物交易總價新台幣955萬6仟元、車位交易總價新台幣290萬元。預售屋、或土地及建物分件登記案件；,RPSNMLQLKHLGFDA08DA,58.98,0.0,5.06,有,
南港區,車位,臺北市南港區福山街５０號十一樓之６,0.0,,,,1121109,土地0建物1車位1,,,其他,,,,36.51,0,0,0,無,有,2800000,,坡道平面,36.97,2800000,建物坐落地號：中南段二小段608地號；僅車位交易；預售屋、或土地及建物分件登記案件；,SPTNMLRJMHLGFDA38DA,0.0,0.0,0.0,有,115
南港區,房地(土地+建物)+車位,臺北市南港區福山街５０號四樓之１,18.53,住,,,1120915,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141118,134.10000000000002,3,2,2,有,有,27870000,257078,坡道平面,36.97,2900000,本案土地交易總價新台幣1498萬2仟元、建物交易總價新台幣998萬8仟元、車位交易總價新台幣290萬元。預售屋、或土地及建物分件登記案件；,RPPQMLMJLHLGFDA57DA,59.14,0.0,5.06,有,
南港區,房地(土地+建物)+車位,臺北市南港區福山街５０號十二樓之７,14.09,住,,,1120820,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141118,110.72,2,2,1,有,有,23080000,273627,坡道平面,36.97,2900000,本案土地交易總價新台幣1210萬8仟元、建物交易總價新台幣807萬2仟元，車位交易總價新台幣290萬元。預售屋、或土地及建物分件登記案件；,RPUNMLPJLHLGFDA08DA,44.22,0.0,4.6,有,
南港區,房地(土地+建物),臺北市南港區福山街５０號十一樓之６,17.78,住,,,1120814,土地1建物1車位0,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141118,93.66,3,2,2,有,有,24280000,259236,,0.0,0,本案土地交易總價新台幣1456萬8仟元、建物交易總價新台幣971萬2仟元。預售屋、或土地及建物分件登記案件；,RPTNMLRJMHLGFDA28DA,56.65,0.0,4.96,有,
南港區,房地(土地+建物)+車位,臺北市南港區福山街５０號五樓之１,18.53,住,,,1120710,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141118,134.10000000000002,3,2,2,有,有,27850000,256872,坡道平面,36.97,2900000,本案土地交易總價新台幣1497萬元、建物交易總價新台幣998萬元，車位交易總價新台幣290萬元。預售屋、或土地及建物分件登記案件；,RPUQMLNJLHLGFDA18DA,59.14,0.0,5.06,有,
南港區,房地(土地+建物),臺北市南港區福山街５０號三樓之６,17.78,住,,,1120603,土地1建物1車位0,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141118,93.66,3,2,2,有,有,22880000,244288,,0.0,0,本案土地交易總價新台幣1372萬8仟元、建物交易總價新台幣915萬2仟元。預售屋、或土地及建物分件登記案件；,RPSNMLKKMHLGFDA57DA,56.65,0.0,4.96,有,
南港區,房地(土地+建物)+車位,臺北市南港區福山街５０號九樓之２,14.14,住,,,1120513,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141118,110.98,2,2,1,有,有,21990000,260640,坡道平面,36.97,2700000,本案土地交易總價新台幣1157.4萬元、建物交易總價新台幣771.6萬元、車位交易總價新台幣270萬元。預售屋、或土地及建物分件登記案件；,RPVQMLRLJHLGFDA68DA,43.86,0.0,5.13,有,
南港區,房地(土地+建物)+車位,臺北市南港區福山街５０號二樓之３,14.14,住,,,1120514,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141118,110.98,2,2,1,有,有,21760000,253479,坡道平面,36.97,3000000,本案土地交易總價新台幣1125萬6仟元、建物交易總價新台幣750萬4仟元、車位交易總價新台幣300萬元。預售屋、或土地及建物分件登記案件；,RPPPMLPLKHLGFDA87DA,43.86,0.0,5.13,有,
南港區,房地(土地+建物)+車位,臺北市南港區福山街５０號五樓之２,14.14,住,,,1120507,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141118,110.98,2,2,1,有,有,21450000,253344,坡道平面,36.97,2700000,本案土地交易總價新台幣1125萬元、建物交易總價新台幣750萬元，車位交易總價新台幣270萬元。預售屋、或土地及建物分件登記案件；,RPVQMLNJLHLGFDA28DA,43.86,0.0,5.13,有,
南港區,房地(土地+建物)+車位,臺北市南港區福山街５０號八樓之６,17.78,住,,,1120521,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141118,130.16,3,2,2,有,有,26280000,250885,坡道平面,36.97,2900000,本案土地交易總價新台幣1402萬8仟元、建物交易總價新台幣935萬2仟元，車位交易總價新台幣290萬元。預售屋、或土地及建物分件登記案件；,RPXOMLOJLHLGFDA38DA,56.65,0.0,4.96,有,
南港區,房地(土地+建物)+車位,臺北市南港區福山街５０號五樓之３,14.14,住,,,1120417,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141118,110.98,2,2,1,有,有,21490000,252533,坡道平面,36.97,2800000,本案土地交易總價新台幣1121萬4仟元、建物交易總價新台幣747萬6仟元，車位交易總價新台幣280萬元。預售屋、或土地及建物分件登記案件；,RPWQMLNJLHLGFDA38DA,43.86,0.0,5.13,有,
南港區,房地(土地+建物)+車位,臺北市南港區福山街５０號十樓之１,18.53,住,,,1120225,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141118,134.10000000000002,3,2,2,有,有,28490000,261402,坡道平面,36.97,3100000,本案土地交易總價新台幣1523.4萬元、建物交易總價新台幣1015.6萬元、車位交易總價新台幣310萬元。預售屋、或土地及建物分件登記案件；,RPTNMLSLJHLGFDA28DA,59.14,0.0,5.06,有,
北投區,房地(土地+建物),臺北市北投區文林北路１２９號三樓,37.47,住,,,1120210,土地2建物1車位0,三層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1141028,191.82999999999998,3,2,3,有,有,68200000,355523,,0.0,0,預售屋、或土地及建物分件登記案件；,RPSNMLTKLHLGFEA48DA,114.24,0.0,9.53,有,
南港區,房地(土地+建物)+車位,臺北市南港區福山街５０號二樓之２,14.14,住,,,1111102,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141118,110.98,2,2,1,有,有,21510000,254155,坡道平面,36.97,2700000,本案土地交易總價新台幣1128萬6仟元、建物交易總價新台幣752萬4仟元、車位交易總價新台幣270萬元。預售屋、或土地及建物分件登記案件；,RPOPMLPLKHLGFDA77DA,43.86,0.0,5.13,有,
南港區,房地(土地+建物)+車位,臺北市南港區福山街５０號九樓之７,14.09,住,,,1111004,土地1建物1車位2,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141118,147.22,2,2,1,有,有,24930000,263783,坡道平面,73.94,5600000,本案土地交易總價新台幣1159萬8仟元、建物交易總價新台幣773萬2仟元，車位交易總價新台幣560萬元。預售屋、或土地及建物分件登記案件；,RPVPMLOJLHLGFDA28DA,44.22,0.0,4.6,有,
南港區,房地(土地+建物)+車位,臺北市南港區福山街５０號十四樓之５,18.55,住,,,1111030,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141118,134.13,3,2,2,有,有,28520000,263689,坡道平面,36.97,2900000,本案土地交易總價新台幣1537萬2仟元、建物交易總價新台幣1024萬8仟元，車位交易總價新台幣290萬元。預售屋、或土地及建物分件登記案件；,RPWNMLPJLHLGFDA28DA,59.23,0.0,4.96,有,
南港區,房地(土地+建物)+車位,臺北市南港區福山街５０號七樓,18.48,住,,,1110926,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141118,133.85000000000002,3,2,2,有,有,26780000,247523,坡道平面,36.97,2800000,本案土地交易總價新台幣1438萬8仟元、建物交易總價新台幣959萬2仟元，車位交易總價新台幣280萬元。預售屋、或土地及建物分件登記案件；,RPPOMLOJLHLGFDA57DA,58.98,0.0,5.06,有,
南港區,房地(土地+建物)+車位,臺北市南港區福山街５０號七樓之３,14.14,住,,,1110928,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141118,110.98,2,2,1,有,有,21590000,255236,坡道平面,36.97,2700000,本案土地交易總價新台幣1133萬4仟元、建物交易總價新台幣755萬6仟元，車位交易總價新台幣270萬元。預售屋、或土地及建物分件登記案件；,RPQOMLOJLHLGFDA67DA,43.86,0.0,5.13,有,
南港區,房地(土地+建物)+車位,臺北市南港區港東街４８號五樓,44.5,住,,,1110616,土地1建物1車位1,五層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1140909,159.03,3,2,2,有,無,46120000,328160,坡道平面,28.24,3200000,114.1.21親屬間轉讓，總價不變新台幣4612萬元預售屋、或土地及建物分件登記案件；,RPXOMLOJLHLGFDA48EA,80.18,0.0,4.9,有,
中正區,房地(土地+建物)+車位,臺北市中正區羅斯福路三段２１２之１號十二樓之２,4.78,商,,,1101110,土地2建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141106,57.64,0,1,1,有,有,22120000,413244,升降機械,9.92,2400000,預售屋、或土地及建物分件登記案件；,RPQNMLTJMHLGFAA87DA,28.91,0.0,1.42,有,
中正區,房地(土地+建物),臺北市中正區忠孝東路二段６４巷１６號十四樓之６,8.09,住,,,1101111,土地1建物1車位0,十四層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1140911,74.46000000000001,1,2,1,有,有,29100000,390814,,0.0,0,預售屋、或土地及建物分件登記案件；,RPSNMLTJMHLGFBA18DA,42.33,2.5,2.81,有,
大安區,房地(土地+建物),臺北市大安區敦化南路一段１７７巷４５號八樓之３,6.91,住,,,1101112,土地1建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141210,46.870000000000005,0,0,0,無,有,20600000,439514,,0.0,0,預售屋、或土地及建物分件登記案件；,RPOOMLLKLHLGFFA47DA,25.66,0.0,4.26,有,
大安區,房地(土地+建物),臺北市大安區敦化南路一段１７７巷４５號六樓之１,7.03,住,,,1101110,土地1建物1車位0,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141210,47.7,0,0,0,無,有,19500000,408805,,0.0,0,親屬間讓渡，讓渡日期114年8月1日，原價轉讓。預售屋、或土地及建物分件登記案件；,RPOOMLLMLHLGFFA67DA,26.97,0.0,3.48,有,
大安區,房地(土地+建物)+車位,臺北市大安區敦化南路一段１７７巷４５號六樓,7.2,住,,,1101105,土地1建物1車位1,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141210,73.21000000000001,0,0,0,無,有,23500000,420082,升降機械,24.41,3000000,預售屋、或土地及建物分件登記案件；,RPPOMLLMLHLGFFA77DA,26.92,0.0,4.23,有,
大安區,房地(土地+建物)+車位,臺北市大安區敦化南路一段１７７巷４５號五樓之１,7.03,住,,,1101105,土地1建物1車位1,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141210,72.11,0,0,0,無,有,21540000,388679,升降機械,24.41,3000000,預售屋、或土地及建物分件登記案件；,RPQOMLLMLHLGFFA87DA,26.97,0.0,3.48,有,
大安區,房地(土地+建物),臺北市大安區敦化南路一段１７７巷４５號五樓,7.2,住,,,1101105,土地1建物1車位0,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141210,48.8,0,0,0,無,有,19480000,399180,,0.0,0,預售屋、或土地及建物分件登記案件；,SPQOMLLMLHLGFFA97DA,26.92,0.0,4.23,有,
大安區,房地(土地+建物)+車位,臺北市大安區敦化南路一段１７７巷４５號十樓之２,7.08,住,,,1101105,土地1建物1車位1,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141210,72.42,0,0,0,無,有,24000000,437409,升降機械,24.41,3000000,預售屋、或土地及建物分件登記案件；,RPROMLLMLHLGFFA97DA,26.6,0.0,4.05,有,
大安區,房地(土地+建物)+車位,臺北市大安區敦化南路一段１７７巷４５號十二樓之１,5.85,住,,,1101105,土地1建物1車位1,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141210,64.1,0,0,0,無,有,19430000,413958,升降機械,24.41,3000000,配偶讓渡，讓渡日期114年6月19日，原價轉讓。預售屋、或土地及建物分件登記案件；,RPSOMLLMLHLGFFA08DA,20.95,0.0,4.39,有,
大安區,房地(土地+建物)+車位,臺北市大安區市民大道三段８８號七樓之５,9.06,住,,,1101101,土地1建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1141202,68.82,2,1,1,有,有,20180000,330327,其他,15.6,2600000,土地價款1230萬元整、建物價款528萬元整、車位價款260萬元整、民國114年11月24日簽訂房屋土地轉讓協議書、價格不變。預售屋、或土地及建物分件登記案件；,RPQNMLRJMHLGFFA18DA,28.01,0.0,4.03,有,
文山區,房地(土地+建物)+車位,臺北市文山區福興路９５之８號三樓,79.62,住,,,1101126,土地2建物1車位1,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1141001,91.37,2,1,1,有,有,12800000,138820,升降機械,10.69,1600000,原所有權人為二人於113年9月2日簽訂讓渡書，依原不動產預定買賣契約總價款1280萬元讓渡為一人預售屋、或土地及建物分件登記案件；,RPPNMLRJMHLGFAA57DA,36.27,0.0,4.43,有,
士林區,房地(土地+建物)+車位,臺北市士林區文林路７１０號十樓,9.54,住,,,1101112,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141015,97.12,2,2,1,有,有,25500000,262562,升降機械,0.0,1600000,轉讓日期:114.04.21  最後一手權利買賣契約之成交價格:25500000預售屋、或土地及建物分件登記案件；,RPVOMLSJMHLGFEA78DA,51.62,0.0,6.35,有,
士林區,房地(土地+建物)+車位,臺北市士林區文林路７１０號十一樓,9.54,住,,,1101112,土地1建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141015,97.12,2,2,1,有,有,25600000,263591,升降機械,0.0,1600000,配偶更名   轉讓日期:110.11.12  111.01.27增購車位 車位價格:160萬元預售屋、或土地及建物分件登記案件；,RPWOMLSJMHLGFEA88DA,51.62,0.0,6.35,有,
文山區,房地(土地+建物)+車位,臺北市文山區羅斯福路六段３１２號八樓,10.26,住,,,1100907,土地1建物1車位1,八層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141224,67.03,2,1,1,有,有,15800000,246165,其他,10.97,2000000,預售屋、或土地及建物分件登記案件；,RPWNMLNLJHLGFAA77DA,30.68,0.0,2.96,有,
中山區,房地(土地+建物)+車位,臺北市中山區林森北路９５號十二樓,11.8,商,,,1100912,土地2建物1車位1,十二層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1141208,158.86,3,2,2,有,有,37600000,285481,坡道平面,36.26,2600000,本案建物係信託財產，受託人：僑馥建築經理股公司；委託人：璞永建設股公司、璞慶建設股公司。預售屋、或土地及建物分件登記案件；,RPPQMLQLLHLGFCA08DA,76.45,0.0,4.57,有,
中山區,房地(土地+建物)+車位,臺北市中山區林森北路９９號十八樓,10.66,商,,,1100905,土地2建物1車位1,十八層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1141208,147.11,2,2,1,有,有,35400000,300406,坡道平面,36.26,2100000,本案建物係信託財產，受託人：僑馥建築經理股公司；委託人：璞永建設股公司、璞慶建設股公司。預售屋、或土地及建物分件登記案件；,RPWRMLQLLHLGFCA88DA,68.49,0.0,4.76,有,
士林區,房地(土地+建物)+車位,臺北市士林區文林路７１０號十二樓,9.54,住,,,1100907,土地1建物1車位1,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141015,97.12,2,2,1,有,有,26180000,269563,升降機械,0.0,1600000,預售屋、或土地及建物分件登記案件；,RPROMLOJLHLGFEA87DA,51.62,0.0,6.35,有,
中正區,房地(土地+建物)+車位,臺北市中正區忠孝東路二段６４巷１６號十二樓之６,10.24,住,,,1100926,土地1建物1車位1,十二層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1140911,94.26,1,2,1,有,有,32000000,385494,坡道平面,19.81,3300000,預售屋、或土地及建物分件登記案件；,RPPPMLOKMHLGFBA67DA,42.36,2.5,2.81,有,
松山區,房地(土地+建物)+車位,臺北市松山區三民路８０巷７號二十樓,17.21,住,,,1100909,土地1建物1車位2,二十層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1140625,204.69,3,2,2,有,有,54700000,381035,坡道平面,77.93,6400000,預售屋、或土地及建物分件登記案件；,RPTNMLMKLHLGFDA77DA,78.13,4.61,5.79,有,
中山區,房地(土地+建物),臺北市中山區林森北路９７號十七樓,7.45,商,,,1100828,土地2建物1車位0,十七層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1141208,77.38,1,2,1,有,有,23200000,299819,,0.0,0,本案建物係信託財產，受託人：僑馥建築經理股公司；委託人：璞永建設股公司、璞慶建設股公司。預售屋、或土地及建物分件登記案件；,RPVQMLQLLHLGFCA68DA,46.21,0.0,4.9,有,
文山區,房地(土地+建物)+車位,臺北市文山區福興路９５之１１號五樓,103.63,住,,,1100818,土地2建物1車位1,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1141001,96.06,2,1,1,有,有,17200000,182734,升降機械,10.69,1600000,預售屋、或土地及建物分件登記案件；,RPQNMLRJMHLGFAA67DA,48.0,0.0,4.77,有,
中山區,房地(土地+建物)+車位,臺北市中山區林森北路９９號五樓,10.66,商,,,1100814,土地2建物1車位1,五層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1141208,147.11,2,2,1,有,有,31890000,266937,坡道平面,36.26,2300000,本案建物係信託財產，受託人：僑馥建築經理股公司；委託人：璞永建設股公司、璞慶建設股公司。預售屋、或土地及建物分件登記案件；,RPPRMLQLLHLGFCA18DA,68.49,0.0,4.76,有,
士林區,房地(土地+建物)+車位,臺北市士林區文林路７０８號三樓,11.59,住,,,1100831,土地1建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141015,115.97,3,2,1,有,有,29840000,257308,升降機械,0.0,1600000,預售屋、或土地及建物分件登記案件；,RPVNMLOJLHLGFEA18DA,63.47,0.0,7.17,有,
士林區,房地(土地+建物)+車位,臺北市士林區文林路７１２號十三樓,8.5,住,,,1100828,土地1建物1車位1,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141015,87.75,2,2,1,有,有,23660000,269630,升降機械,0.0,1600000,預售屋、或土地及建物分件登記案件；,RPSOMLOJLHLGFEA97DA,48.46,0.0,3.21,有,
中山區,房地(土地+建物)+車位,臺北市中山區林森北路８９號十六樓,12.32,商,,,1100729,土地2建物1車位1,十六層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1141208,164.27,3,2,2,有,有,39180000,288102,坡道平面,36.26,2300000,本預售屋於114年12月22日簽訂轉讓契約，買賣轉讓金額為4850萬元整。本案建物係信託財產，受託人：僑馥建築經理股公司；委託人：璞永建設股公司、璞慶建設股公司。預售屋、或土地及建物分件登記案件；,RPOPMLQLLHLGFCA87DA,75.81,0.0,8.78,有,
中山區,房地(土地+建物)+車位,臺北市中山區林森北路９９號六樓,10.66,商,,,1100711,土地2建物1車位1,六層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1141208,147.11,2,2,1,有,有,31930000,267298,坡道平面,36.26,2300000,本案建物係信託財產，受託人：僑馥建築經理股公司；委託人：璞永建設股公司、璞慶建設股公司。預售屋、或土地及建物分件登記案件；,RPQRMLQLLHLGFCA28DA,68.49,0.0,4.76,有,
文山區,房地(土地+建物)+車位,臺北市文山區福興路９５之２號二樓,77.09,住,,,1100630,土地2建物1車位1,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1141001,72.34,2,2,1,有,有,11600000,162549,升降機械,10.82,1600000,原所有權人於113年4月16日簽訂讓渡書，依原不動產預定買賣合約書總價1160萬元整讓予於兒子預售屋、或土地及建物分件登記案件；,RPQOMLLJMHLGFAA17DA,35.01,0.0,4.49,有,
中山區,房地(土地+建物)+車位,臺北市中山區林森北路９１號四樓,9.66,商,,,1100502,土地2建物1車位1,四層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1141208,133.66,2,2,1,有,有,29100000,268951,坡道平面,33.27,2100000,本預售屋於114年3月13日簽訂轉讓協議，由女兒更名與母親共有。本案建物係信託財產，受託人：僑馥建築經理股公司；委託人：璞永建設股公司、璞慶建設股公司。預售屋、或土地及建物分件登記案件；,RPQPMLQLLHLGFCA08DA,61.76,0.0,4.58,有,
士林區,房地(土地+建物)+車位,臺北市士林區文林路７０８號十三樓,11.59,住,,,1100517,土地1建物1車位1,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141015,115.97,3,2,2,有,有,31800000,274209,升降機械,0.0,1600000,預售屋、或土地及建物分件登記案件；,RPXOMLSJMHLGFEA98DA,63.47,0.0,7.17,有,
中山區,房地(土地+建物)+車位,臺北市中山區松江路２０４巷１８號四樓,15.59,住,,,1100509,土地1建物1車位1,四層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1141222,100.05,2,1,1,有,有,24800000,285643,塔式車位,20.23,2000000,預售屋、或土地及建物分件登記案件；,RPRNMLRJMHLGFCA97DA,49.15,0.0,3.53,有,
中山區,房地(土地+建物)+車位,臺北市中山區林森北路８９號十七樓,12.32,商,,,1100403,土地2建物1車位1,十七層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1141208,161.28,3,2,2,有,有,39880000,290446,坡道平面,33.27,2700000,本案建物係信託財產，受託人：僑馥建築經理股公司；委託人：璞永建設股公司、璞慶建設股公司。預售屋、或土地及建物分件登記案件；,RPPPMLQLLHLGFCA97DA,75.81,0.0,8.78,有,
中山區,房地(土地+建物)+車位,臺北市中山區林森北路９９號十七樓,10.66,商,,,1100427,土地2建物1車位1,十七層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1141208,147.11,2,2,1,有,有,34550000,290934,坡道平面,36.26,2300000,本案建物係信託財產，受託人：僑馥建築經理股公司；委託人：璞永建設股公司、璞慶建設股公司。預售屋、或土地及建物分件登記案件；,RPVRMLQLLHLGFCA78DA,68.49,0.0,4.76,有,
大安區,房地(土地+建物)+車位,臺北市大安區市民大道三段８８號九樓之５,9.06,住,,,1100422,土地1建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1141202,68.82,2,1,1,有,有,21300000,351372,其他,15.6,2600000,土地價款1309萬元整、建物價款561萬元整、車位價款260萬元整、民國113年6月14日簽訂房屋土地轉讓協議書、價格不變。預售屋、或土地及建物分件登記案件；,RPRNMLRJMHLGFFA28DA,28.01,0.0,4.03,有,
中山區,房地(土地+建物)+車位,臺北市中山區林森北路９５號十一樓,11.8,商,,,1100420,土地2建物1車位1,十一層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1141208,158.86,3,2,2,有,有,37450000,281811,坡道平面,36.26,2900000,本案建物係信託財產，受託人：僑馥建築經理股公司；委託人：璞永建設股公司、璞慶建設股公司。預售屋、或土地及建物分件登記案件；,RPOQMLQLLHLGFCA97DA,76.45,0.0,4.57,有,
中山區,房地(土地+建物)+車位,臺北市中山區林森北路９５號二十樓,11.8,商,,,1100417,土地2建物1車位1,二十層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1141208,177.74,3,2,2,有,有,40200000,296085,坡道平面,55.14,3900000,本案建物係信託財產，受託人：僑馥建築經理股公司；委託人：璞永建設股公司、璞慶建設股公司。預售屋、或土地及建物分件登記案件；,RPTQMLQLLHLGFCA48DA,76.45,0.0,4.57,有,
中山區,房地(土地+建物),臺北市中山區林森北路９９號七樓,10.66,商,,,1100416,土地2建物1車位0,七層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1141208,110.85,2,2,1,有,有,30000000,270636,,0.0,0,本案建物係信託財產，受託人：僑馥建築經理股公司；委託人：璞永建設股公司、璞慶建設股公司。預售屋、或土地及建物分件登記案件；,RPRRMLQLLHLGFCA38DA,68.49,0.0,4.76,有,
士林區,房地(土地+建物),臺北市士林區文林路７１２號十樓,8.5,住,,,1100419,土地1建物1車位0,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141015,76.85,2,2,1,有,有,21350000,277814,,0.0,0,預售屋、或土地及建物分件登記案件；,RPSOMLRJMHLGFEA38DA,48.46,0.0,3.21,有,
大安區,房地(土地+建物)+車位,臺北市大安區市民大道三段８８號九樓之１,6.47,住,,,1100422,土地1建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1141202,53.42,1,0,1,有,有,15530000,363035,其他,15.6,1800000,土地價款961萬元整、建物價款412萬元整、民國110年10月14日簽立增購車位協議書增購1車位總價180萬元整、民國113年9月3日簽訂房屋土地轉讓協議書、價格不變。預售屋、或土地及建物分件登記案件；,RPUPMLOKMHLGFFA58DA,19.6,0.0,3.25,有,
文山區,房地(土地+建物)+車位,臺北市文山區景後街１８６號十四樓之３,8.88,商,,,1100425,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141021,123.50999999999999,3,2,2,有,有,24600000,199174,坡道機械,0.0,1800000,父子讓渡時間民國111年1月19日。預售屋、或土地及建物分件登記案件；,RPXNMLSJMHLGFAA48DA,62.0,0.0,4.6,有,
